x_1_2,Var2,Var3,Var4,Var5,Var6,Var7,Var8
10012,5,,,,,,
ID_REF,Description,,parental,parentalAM,parentalAMB,BrM2a,Brm2a
203126_at,na,'FDX1',290.181,471.682,399.518,505.069,317.472
203127_s_at,na,'FDX1',762.848,651.802,703.108,1534.29,1119.61
203132_at,na,'TATDN2',629.499,627.894,325.836,295.338,318.078
203133_at,na,'PROCR',4750.3,3796.96,3460.09,4701.72,5286.26
203135_at,na,'ZFYVE16',639.309,680.927,605.016,503.864,360.39
203136_at,na,'MAP3K11',1383.21,1932.72,1763.83,4220.72,1837.53
203137_at,na,'COIL',1198.73,751.746,815.303,992.31,870.219
203138_at,na,'COIL',1556.84,1294.15,1299.79,1290.17,1006.57
203139_at,na,'XRCC1',130.081,238.283,226.657,887.99,314.303
203140_at,na,'FIG4',314.163,342.506,366.961,467.176,533.504
203142_s_at,na,'CTSF',1140,923.799,1003.91,946.143,882.631
203145_at,na,'SLC25A20',1053.28,1285.75,1179.39,949.556,922.482
203147_s_at,na,'TRIM13',433.339,745.745,495.245,400.276,355.483
203148_s_at,na,'PCNT',557.218,586.474,499.788,374.841,454.009
203149_at,na,'TMOD1',744.559,775.115,798.633,1606.19,650.972
203150_at,na,'COX5A',786.273,670.861,707.758,476.279,524.967
203152_at,na,'POLR2D',631.127,521.169,702.707,1003.33,1164.01
203153_at,na,'HMOX1',586.471,712.01,810.503,690.789,538.847
203156_at,na,'TBCA',1937.62,1341.01,1400.62,1042.39,875.116
203157_s_at,na,'MAN2C1',272.804,244.81,271.697,186.051,238.632
203159_at,na,'DGAT1',441.589,458.599,493.241,392.805,528.054
203160_s_at,na,'TPMT',1124.35,1166.84,1220.67,1457.01,1562.69
203162_s_at,na,'HELZ',758.573,808.307,691.286,884.199,1098.34
203163_at,na,'NUCB2',188.107,180.025,165.095,238.134,394.084
203164_at,na,'GNS',204.282,238.756,180.371,287.23,303.993
203165_s_at,na,'TMED1',47.3538,89.6537,76.8107,67.7601,69.2426
203166_at,na,'PRKAR2B',583.492,643.914,616.327,416.762,401.746
203167_at,na,'VEGFB',981.658,1537.74,1397.06,1409.12,1243.36
203169_at,na,'BCL2',120.381,210.202,249.74,257.013,265.276
203171_s_at,na,'MPG',554.76,536.811,506.204,528.611,515.931
203175_at,na,'PKD2',1374.17,1916.58,1465.72,1660.63,1369.37
203176_s_at,na,'FMR1',892.387,739.619,825.237,669.126,864.231
203177_x_at,na,'TUBGCP3',998.384,566.027,598.961,807.62,1026.51
203179_at,na,'E2F3',306.013,393.707,387.002,477.72,437.07
203181_x_at,na,'E2F3',337.253,412.204,371.942,397.771,360.188
203182_s_at,na,'DHX16',506.133,521.749,449.338,392.763,460.339
203183_s_at,na,'DFNA5',246.3,380.583,300.044,178.273,248.204
203185_at,na,'TRMT1',70.501,100.448,101.512,92.5499,78.7765
203186_s_at,na,'RREB1',8961.4,10636.6,11416.2,4441.75,7971.28
203187_at,na,'FZD7',387.935,567.275,511.253,520.268,509.957
203188_at,na,'FZD7',455.879,620.861,705.077,532.681,639.795
203189_s_at,na,'ZNF263',1038.07,1243.66,1119.81,913.462,752.887
203190_at,na,'ITPR1',2609.25,2580.91,2479.1,1863.48,2019.22
203194_s_at,na,'HIBCH',471.181,441.883,469.326,641.119,626.576
203195_s_at,na,'PUM3',517.739,460.911,342.367,585.87,556.58
203196_at,na,'LLGL2',612.902,530.094,560.306,244.068,326.27
203198_at,na,'TBCE',434.746,705.655,795.88,389.164,418.34
203199_s_at,na,'TBCE',333.019,261.869,277.33,235.017,392.325
203200_s_at,na,'PNPLA6',862.759,610.056,777.898,585.73,633.068
203201_at,na,'ERCC1',487.085,322.574,354.667,462.155,351.51
203202_at,na,'ERCC1',1601.61,1332.03,1195.2,1191.35,1622.06
203203_s_at,na,'UTP18',244,249.177,195.481,225.347,397.496
203204_s_at,na,'GADD45A',183.651,273.422,405.844,221.347,299.394
203207_s_at,na,'SKIV2L',465.307,456.249,457.672,573.195,646.468
203208_s_at,na,'BAK1',479.494,338.739,550.408,498.453,465.289
203209_at,na,'EMP3',846.049,1071.49,649.377,1003.04,1044.06
203210_s_at,na,'ZKSCAN5',692.824,550.655,570.733,807.36,904.352
203211_s_at,na,'TRIP4',902.635,546.217,720.595,741.86,1043.13
203213_at,na,'DEXI',2420.01,1684.47,2121.96,2257.04,2236.25
203214_x_at,na,'FOXJ2',4199.41,2587.28,2418.54,3344.65,3687.66
203216_s_at,na,'PPFIBP1',490.431,428.408,532.721,358.1,259.335
203217_s_at,na,'PPFIBP1',291.18,387.698,458.582,300.898,330.743
203218_at,na,'PPRC1',1312.39,1006.59,996.195,928.882,882.301
203219_s_at,na,'C5orf22',582.598,870.012,720.204,772.266,643.837
203221_at,na,'ZNF217',1383.65,1045.49,1139.07,938.797,640.493
203222_s_at,na,'MPHOSPH6',384.15,261.03,362.894,265.042,204.219
203223_at,na,'TDG',95.9252,106.402,124.783,95.8976,130.486
203224_at,na,'TDG',655.884,412.969,584.616,603.148,516.13
203225_s_at,na,'HMGB3',1092.2,763.824,786.359,1359.59,949.881
203228_at,na,'HCCS',850.082,947.022,1029.62,1453.29,657.238
203230_at,na,'HCCS',387.36,554.101,509.736,421.533,395.829
203232_s_at,na,'RBMS1',222.57,299.423,263.776,276.471,207.264
203234_at,na,'RARA',1471.7,1219.26,1167.61,1067.57,661.156
203235_at,na,'JUND',508.529,435.378,457.194,282.081,465.943
203239_s_at,na,'BUB1B',265.421,501.309,564.137,174.448,253.121
203241_at,na,'CTSO',255.192,281.944,285.782,309.872,324.407
203242_s_at,na,'ST3GAL4',617.937,756.63,619.176,803.627,659.743
203243_s_at,na,'DLGAP5',826.323,815.355,950.429,770.754,1185.1
203244_at,na,'GCA',512.227,403.77,861.033,570.424,620.231
203245_s_at,na,'STS',262.959,395.771,422.025,230.066,349.454
203246_s_at,na,'BLVRA',706.135,776.295,570.962,783.37,645.327
203247_s_at,na,'MTR',402.38,324.621,365.899,524.482,474.148
203250_at,na,'SLC25A13',837.162,808.493,884.296,714.506,504.133
203252_at,na,'GPKOW',396.365,582.57,647.212,567.849,388.329
203253_s_at,na,'RPS6KB2',612.626,509.805,414.605,457.486,434.137
203254_s_at,na,'MRPL33',299.827,639.948,495.127,232.689,275.705
203255_at,na,'POLRMT',170.115,284.2,389.583,205.669,207.95
203258_at,na,'SEMA3C',2512.15,2707.52,3095.32,1470.95,1644.97
203259_s_at,na,'SEMA3C',1091.21,961.836,975.832,797.19,800.297
203260_at,na,'HRSP12',75.1505,106.641,91.2637,95.7376,79.6705
203261_at,na,'DMXL1',1207.95,1044.07,1012.24,1308.89,1111.49
203262_s_at,na,'PCGF2',1393.47,1754.28,1853.72,1773.78,1663.4
203264_s_at,na,'CDC42BPA',131.444,148.738,159.579,229.486,197.295
203265_s_at,na,'CD302 /// LY75-CD302',454.563,379.259,389.504,263.748,279.759
203266_s_at,na,'MRPS14',619.698,745.382,691.072,542.047,591.587
203267_s_at,na,'MRPS14',693.817,605.866,599.62,636.189,643.244
203269_at,na,'NSUN5',940.364,618.343,573.744,536.963,600.469
203270_at,na,'PCYOX1',1115.1,984.933,874.462,1146.78,1105.17
203272_s_at,na,'LUC7L3',791.842,691.531,861.336,576.899,924.366
203273_s_at,na,'AKT2',474.274,452.519,473.679,337.517,330.548
203274_at,na,'DNAJB4',1949.22,1876.19,2411.12,2198.27,1597.47
203275_at,na,'DNAJB4',376.82,469.083,393.932,226.916,383.674
203276_at,na,'NQO2',1101.94,958.459,883.335,871.578,736.457
203277_at,na,'DGUOK',571.663,623.409,621.315,829.066,758.354
203279_at,na,'GUCY1B3',577.141,550.078,658.985,415.105,562.432
203282_at,na,'SF3A3',2097.79,2481.23,2215.42,1949.09,1514.87
203283_s_at,na,'IGF2BP3',260.095,186.772,180.914,154.278,150.896
203284_s_at,na,'IGF2BP3',780.123,628.78,576.175,395.479,430.415
203285_s_at,na,'HBEGF',233.564,209.546,173.594,197.339,202.119
203286_at,na,'ELF2',283.691,487.405,341.792,744.577,766.92
203288_at,na,'RGS3',356.066,412.84,380.514,321.076,351.506
203291_at,na,'BRD3',310.684,241.646,249.389,211.052,193.763
203292_s_at,na,'WIPI1',404.968,549.681,429.45,427.239,715.62
203293_s_at,na,'ELP4',276.918,166.129,150.699,178.069,206.984
203297_s_at,na,'C17orf75',636.552,950.565,774.461,755.363,645.04
203299_s_at,na,'R3HDM2',481.93,374.562,337.324,152.325,292.414
203300_x_at,na,'SNRPF',2423.62,2471.65,2599.07,961.14,1548.54
203302_at,na,'TGOLN2',706.496,407.468,459.295,635.024,627.95
203303_at,na,'TGOLN2',1400.35,1611.29,1425.76,1159.5,1051.06
203304_at,na,'MAP3K5',277.357,223.884,268.33,397.799,355.562
203306_s_at,na,'RPS6KA3',258.44,295.922,271.527,462.557,266.624
203309_s_at,na,'KAT2B',121.64,157.389,190.518,158.177,110.346
203310_at,na,'TRIM32',345.261,258.19,259.164,241.041,264.361
203311_s_at,na,'IGFBP6',2677.54,1754.22,1758.6,2149.84,1307.97
203312_x_at,na,'SMN1 /// SMN2',3602.44,3229.2,3677.59,3146.29,3349.79
203313_s_at,na,'WDR47',926.66,861.608,875.092,916.068,544.186
203314_at,na,'VRK1',681.08,869.196,1123.62,415.785,276.035
203316_s_at,na,'PDIA5',4553.07,3801.02,4194.38,3512.59,3578.94
203317_at,na,'COX10',103.213,113.669,138.88,83.5555,93.9087
203318_s_at,na,'NLE1',560.344,518.814,532.856,537.529,420.91
203319_s_at,na,'USP46',361.884,379.631,421.34,388.537,318.832
203320_at,na,'USP46',1512.34,1424.27,1586.95,1148.96,1984.73
203321_s_at,na,'SENP3',329.876,203.581,281.051,213.79,163.315
203322_at,na,'SMARCA1',467.256,396.498,402.177,341.628,314.741
203323_at,na,'SMARCA1',3873.88,1843.84,1767.65,836.912,1281.22
203324_s_at,na,'SMARCA1',2932.25,2162.5,2143.68,956.169,1624.49
203325_s_at,na,'PIK3CD',420.464,509.683,637.355,166.102,189.313
203327_at,na,'COX17',737.352,773.988,737.434,449.11,366.819
203328_x_at,na,'IRF9',765.128,858.935,828.345,565.135,679.074
203329_at,na,'RAB11FIP2',907.371,698.601,775.212,661.313,585.475
203330_s_at,na,'RAB11FIP2',288.943,273.659,263.917,378.392,436.604
203335_at,na,'RAB21',696.49,920.78,873.188,607.078,511.608
203336_s_at,na,'THBD',1555.34,1573.51,1443.44,2048.45,1996.46
203337_x_at,na,'THBD',159.156,182.94,149.73,251.204,230.733
203338_at,na,'SCG5',821.568,895.883,828.676,820.87,925.75
203339_at,na,'DAPK3',220.205,242.223,201.597,308.442,238.921
203340_s_at,na,'DAPK3',278.201,313.716,345.321,200.857,200.939
203341_at,na,'WFDC2',505.622,608.51,667.953,725.735,694.089
203342_at,na,'AK6',1300.66,1856.27,1735.35,807.32,638.419
203343_at,na,'TUBG2',505.845,776.634,782.893,604.451,622.739
203344_s_at,na,'LYRM1',2188.84,1565.01,1781.84,1770.86,2078.1
203345_s_at,na,'CRCP',722.754,728.371,676.244,703.58,631.574
203346_s_at,na,'CRCP',291.443,246.233,244.934,275.748,158.097
203347_s_at,na,'CD82',143.561,113.879,108.766,129.158,131.821
203348_s_at,na,'PARN',298.47,469.54,373.218,279.012,325.169
203349_s_at,na,'SLC4A4',1151.52,1205.08,1281.75,1065.71,777.88
203350_at,na,'SLC9A6',286.001,317.954,382.674,351.443,333.947
203351_s_at,na,'ARHGAP29',828.01,651.701,706.694,640.98,587.412
203352_at,na,'CXADR',154.299,133.312,64.5514,106.03,93.4645
203353_s_at,na,'NR1H3',797.289,571.689,705.763,834.318,642.224
203355_s_at,na,'CHST2',222.14,368.96,436.367,319.289,180.134
203356_at,na,'GCLM',406.867,327.456,332.432,428.79,475.06
203357_s_at,na,'ATP5D',673.34,591.59,643.371,796.717,567
203358_s_at,na,'NFKBIE',769.364,476.318,523.28,657.67,725.435
203359_s_at,na,'MRPL12',539.068,545.569,483.428,574.606,649.013
203360_s_at,na,'HLA-DMB',407.607,282.504,407.187,444.503,354.26
203362_s_at,na,'RAB11FIP3',2107.53,1638.85,1808.38,1782.15,1852.29
203363_s_at,na,'ACVR1',475.132,835.14,742.607,975.276,1031.65
203364_s_at,na,'MMP9',475.97,342.314,455.354,523.84,604.526
203366_at,na,'NT5E',182.543,215.804,162.915,186.846,243.135
203367_at,na,'INTS9',1586.2,1422.07,1493.55,2910.83,3086.47
203368_at,na,'KIF3B',141.854,179.935,162.737,144.499,204.704
203370_s_at,na,'BTN2A1',487.36,845.575,858.646,683.232,490.137
203371_s_at,na,'ARG2',1793.1,1527.07,1661.55,1446.42,1593.16
203372_s_at,na,'ARG2',173.616,334.511,290.571,113.134,262.054
203373_at,na,'CSTF3',276.913,764.317,714.529,193.615,305.648
203375_s_at,na,'PPP1R26',477.52,447.532,479.908,299.035,192.438
203376_at,na,'MORC2',542.55,588.646,614.903,456.023,750.818
203377_s_at,na,'E2F6',114.208,163.949,79.0016,119.256,163.934
203378_at,na,'ZBTB40',175.684,112.43,159.06,96.2804,150.503
203379_at,na,'HSPB11',286.72,393.065,384.721,331.543,275.844
203380_x_at,na,'CA12',1494.34,1459.98,1711.92,1536.8,1341.3
203383_s_at,na,'NMI',373.079,373.778,463.011,401.367,376.722
203384_s_at,na,'PPM1A',183.46,133.92,165.701,187.873,209.795
203385_at,na,'CDC6',259.908,348.837,273.643,276.32,312.651
203386_at,na,'CDC6',641.298,430.884,554.083,563.714,574.213
203387_s_at,na,'PEX3',1107.02,575.623,589.229,996.145,930.93
203391_at,na,'SLC31A1',719.231,912.345,1046.52,714.025,816.049
203392_s_at,na,'PEX3',2725.3,3315.5,3424.72,2605.49,2795.2
203394_s_at,na,'CEBPD',222.094,223.339,206.082,281.6,290.837
203395_s_at,na,'PUDP',190.807,247.129,248.997,179.211,268.365
203396_at,na,'CHAF1A',2599.71,2265.89,2889.22,2182.6,2477.45
203397_s_at,na,'CHAF1A',426.886,402.845,288.315,380.267,336.85
203401_at,na,'NUBP1',1392.57,1153.37,1330.52,528.836,716.575
203403_s_at,na,'ABCD4',2364.25,1046.07,1300.03,1175.2,1128.93
203404_at,na,'TSNAX',213.015,545.797,700.008,1445.14,1258.64
203405_at,na,'CASP9',2097.85,1449.47,1669.82,1694.59,2052.62
203406_at,na,'ZNF212',1054.77,1081.64,1172.17,1411.45,1342.11
203409_at,na,'FZD6',233.445,192.122,278.065,546.19,286.423
203410_at,na,'FUT8',688.776,477.983,521.96,524.422,678.267
203411_s_at,na,'F2R',4266.23,5271.67,5678.11,4465.9,3291.86
203412_at,na,'KDM6A',333.108,487.904,576.644,399.848,442.795
203414_at,na,'KDM6A',1385.06,886.516,1033.88,1038.67,840.854
203415_at,na,'PTPN3',1470.3,1676.83,1593.29,1428.47,1602.3
203417_at,na,'SYT1',171.873,230.985,291.5,252.554,239.906
203418_at,na,'GNB5',2769.89,2520.43,2682.72,2820.07,2757.76
203420_at,na,'SNAPC3',396.217,525.042,449.862,417.678,439.772
203422_at,na,'PAWR',763.723,587.45,636.943,440.126,692.992
203427_at,na,'PAWR',240.689,323.95,329.941,349.418,374.237
203428_s_at,na,'KRAS',391.723,472.41,432.651,582.932,569.316
203429_s_at,na,'SPRY2',405.394,605.72,593.247,542.673,532.729
203430_at,na,'LCMT2',2032.37,2026.61,2142.24,943.824,1070.12
203431_s_at,na,'DUSP4',439.72,421.153,356.295,175.953,285.14
203432_at,na,'DUSP4',2638.93,3056.01,3511.88,4454.28,3549.83
203433_at,na,'KDELR3',199.852,192.553,179.273,267.855,230.139
203436_at,na,'SH3YL1',1609.85,1458.54,1459.37,1599.42,1858.58
203437_at,na,'PURA',690.247,813.742,796.7,748.111,881.442
203442_x_at,na,'PURA',443.667,487.426,563.126,412.31,439.12
203445_s_at,na,'WWP2',1268.12,1438.08,1647.64,1294.88,1447.91
203446_s_at,na,'RFC4',569.912,536.226,569.096,668.999,614.198
203447_at,na,'PDCD2',1174.1,978.592,1217.65,1131.04,974.56
203448_s_at,na,'ZWINT',174.838,210.861,234.385,142.713,105.208
203449_s_at,na,'METTL1',240.255,221.65,234.183,200.661,218.685
203454_s_at,na,'GPR21 /// RABGAP1',1693.8,1895.35,1636.06,2522.9,2251.78
203455_s_at,na,'CELSR2',477.922,579.31,473.84,1849.69,1270.67
203456_at,na,'IQCJ-SCHIP1 /// SCHIP1',524.323,859.376,796.408,382.288,328.504
203458_at,na,'PCBP2',920.001,1055.66,1053.96,1030.6,1317.09
203459_s_at,na,'BCAR3',254.89,323.022,382.684,287.343,298.386
203460_s_at,na,'TRIP13',737.358,843.869,707.409,850.666,967.098
203462_x_at,na,'ETHE1',5301.29,4489.07,4742.29,4798.24,4182.36
203465_at,na,'LPAR1',376.419,278.687,306.211,415.364,292.709
203467_at,na,'LPAR1',338.037,398.905,382.946,341.988,346.241
203476_at,na,'LPAR1',1488.35,1384,1392.13,2159.61,2082.22
203478_at,na,'WASF3',2030.85,2633.83,2563.37,2750.23,2600.48
203480_s_at,na,'TCEAL1',589.86,713.971,833.462,776.376,681.29
203481_at,na,'PHACTR2',434.824,276.071,302.715,337.549,393.436
203482_at,na,'PHACTR2',550.481,568.634,533.733,474.221,464.634
203484_at,na,'CLTA',3198.93,2923.1,3003.33,3684.02,2068.39
203486_s_at,na,'PTEN',411.372,317.931,394.079,390.463,411.476
203487_s_at,na,'ME1',195.452,150.938,142.148,197.625,239.628
203489_at,na,'ME1',1258.94,1065.52,833.18,1014.06,1462.14
203491_s_at,na,'THOC1',379.028,421.971,547.77,337.052,381.806
203492_x_at,na,'CHST10',755.636,623.904,567.178,851.065,736.742
203493_s_at,na,'AGAP1',311.617,262.299,258.321,321.383,249.449
203494_s_at,na,'STK3',682.832,799.801,918.06,822.314,809.288
203497_at,na,'RARRES3',519.435,400.543,529.6,534.173,502.939
203499_at,na,'TOPORS',2509.52,2491.33,2823.01,3099.68,2924.2
203500_at,na,'CEP104',262.529,298.539,412.714,425.061,384.246
203502_at,na,'ENTPD4',122.189,145.105,156.765,154.992,112.815
203504_s_at,na,'TPST2',377.903,700.155,772.989,286.671,311.333
203505_at,na,'NRGN',278.496,562.17,573.701,237.782,245.903
203506_s_at,na,'PBX3',218.675,448.417,288.286,249.748,309.661
203510_at,na,'CLN5',1717.01,1411.3,1427.15,1189.52,1577.94
203511_s_at,na,'CLN5',1043.42,1033.51,961.174,1745.04,1076.15
203512_at,na,'P2RX4',700.761,568.61,592.454,719.748,418.123
203513_at,na,'MAP3K4',522.767,688.549,620.848,389.747,316.553
203514_at,na,'PDE6D',606.798,695.942,756.83,512.417,398.666
203515_s_at,na,'AURKA',509.188,627.537,636.63,602.281,406.956
203516_at,na,'CCNH',328.34,452.016,493.364,164.057,278.745
203517_at,na,'TSC22D2',1183.35,934.347,1030.73,888.248,808.189
203519_s_at,na,'RBMX2',461.419,571.642,447.342,418.982,343.397
203521_s_at,na,'RBMX2',374.992,457.569,394.674,263.307,269.927
203524_s_at,na,'EEF2',738.378,940.493,783.353,640.867,968.334
203525_s_at,na,'SNAPC2',143.661,143.196,172.316,248.447,175.639
203526_s_at,na,'TESK1',112.236,100.736,135.171,157.002,149.016
203529_at,na,'NFYA',1802.79,1752.67,1827.91,1307.34,1650.29
203530_s_at,na,'NFYA',729.964,825.501,765.678,738.065,614.461
203531_at,na,'NFYA',1298.89,1171.39,1067.86,1117.46,1141.47
203532_x_at,na,'HNMT',170.955,277.382,182.326,183.327,271.865
203533_s_at,na,'CELF1',73.273,65.8326,124.633,91.4776,102.479
203534_at,na,'GNG11',753.3,750.479,722.766,1335.89,976.625
203536_s_at,na,'ADK',879.536,662.922,594.555,972.786,1032.51
203537_at,na,'ADK',450.14,404.398,387.724,551.96,627.748
203538_at,na,'NDUFAF1',862.959,1146.22,1016.1,1082.49,1231.04
203544_s_at,na,'RFC3',1461.49,1137.61,1126.67,1129.07,1018.91
203545_at,na,'RFC3',2453.19,1741.98,2169.99,1933.02,1931.24
203546_at,na,'FOXO3',370.508,458.631,507.397,403.998,546.18
203549_s_at,na,'FOXO3 /// FOXO3B',251.558,206.249,164.619,134.694,152.302
203550_s_at,na,'FILIP1L',1319.7,1681.5,1645.92,1365.96,971.718
203551_s_at,na,'TPST1',122.138,243.967,184.676,187.729,212.686
203552_at,na,'TUBB2A',351.98,250.134,309.963,567.709,328.715
203553_s_at,na,'ENOSF1',524.88,358.909,452.171,968.53,598.772
203554_x_at,na,'ENOSF1',9059.76,8510.68,8087.91,11238,10725.7
203557_s_at,na,'PIGQ',707.008,807.62,915.936,464.474,500.83
203560_at,na,'FRG1',883.281,837.097,760.283,1383.5,1323.85
203563_at,na,'RAD51AP1',68.8506,103.192,63.1611,61.6004,68.288
203564_at,na,'TFDP1',1240.99,808.048,1182.43,1138.47,963.277
203566_s_at,na,'AKR1C1',294.542,325.408,264.62,234.183,212.458
203567_s_at,na,'SIK3',415.609,729.964,733.361,791.612,697.251
203568_s_at,na,'TCIRG1',199.487,239.426,317.674,151.736,283.004
203569_s_at,na,'CDKN2C',677.635,443.46,480.944,393.954,414.925
203572_s_at,na,'ENPP4',1190.24,1336.06,1249.34,866.813,966.523
203573_s_at,na,'ENPP4',537.408,518.069,460.516,654.727,566.845
203574_at,na,'NDC80',548.42,568.55,569.599,409.189,424.267
203575_at,na,'SIPA1',257.16,277.948,267.993,352.752,370.669
203576_at,na,'WASF1',656.678,743.404,698.409,497.55,671.23
203577_at,na,'MGST2',392.852,503.853,482.192,478.022,452.237
203578_s_at,na,'CKS2',179.235,121.638,111.371,222.936,229.268
203579_s_at,na,'RPS6KB1',335.319,238.9,244.522,444.361,487.731
203580_s_at,na,'CPOX',525.097,577.446,412.344,563.372,415.616
203581_at,na,'MYL6B',258.971,225.587,242.393,253.045,311.643
203582_s_at,na,'ZNF593',423.84,350.562,379.749,525.586,322.172
203583_at,na,'KLHL20',1074.11,868.987,819.018,1151.1,1373.81
203584_at,na,'KLHL20',1044.66,855.277,847.717,829.713,817.471
203585_at,na,'ZBTB43',949.925,1126.92,1071.34,1450.15,1083.61
203586_s_at,na,'ZBTB43',382.045,299.547,283.368,245.937,203.027
203588_s_at,na,'PPID',273.688,370.504,299.529,426.05,420.877
203590_at,na,'PPID',492.047,666.599,642.341,620.524,602.857
203592_s_at,na,'GMPR',353.159,284.536,269.538,315.214,265.713
203593_at,na,'USPL1',1059.25,785.389,838.415,634.333,687.788
203594_at,na,'BACH1',1712.57,1591.63,1534.24,1378.47,1206.49
203595_s_at,na,'PTPN13',485.656,533.319,443.332,417.067,582.213
203597_s_at,na,'IQCE',367.38,277.61,385.594,209.538,173.586
203598_s_at,na,'CEBPG',244.558,170.263,170.392,150.98,131.185
203599_s_at,na,'SLC31A2',702.783,455.775,582.425,346.286,384.57
203600_s_at,na,'RNGTT',412.486,463.905,410.962,420.198,354.969
203602_s_at,na,'RNGTT',245.374,301.832,347.968,333.905,284.57
203605_at,na,'PCYT1A',952.79,1196.1,964.386,1210.46,1117.68
203606_at,na,'EIF2AK2',2254.07,2668.53,2883.72,1997,2720.31
203607_at,na,'ACOT8',397.972,659.679,518.558,386.529,381.123
203610_s_at,na,'RAB32',296.312,437.371,360.927,406.842,429.509
203611_at,na,'TMEM243',489.522,527.977,534.46,391.276,481.725
203612_at,na,'ZC3H14',1665.27,1433.23,1451.11,2239.82,2174.14
203613_s_at,na,'ANAPC15',2741.77,2316.61,2992.65,2734.27,3002.75
203614_at,na,'PSMC1',676.28,571.165,661.699,480.601,495.434
203615_x_at,na,'GLIPR1',194.12,236.624,181.231,233.518,293.689
203616_at,na,'GLIPR1',318.79,390.735,388.014,548.445,310.547
203617_x_at,na,'GCH1',866.058,946.962,898.556,594.633,815.92
203621_at,na,'STAU2',2591.04,2101.09,2370.2,2255.34,2352.24
203622_s_at,na,'TK2',1350.2,958.787,964.899,1944.01,2226.93
203624_at,na,'PPIH',488.87,508.279,471.735,202.894,189.492
203625_x_at,na,'FCER1G',1170.08,890.454,909.502,365.737,341.049
203627_at,na,'CHKA',265.818,255.671,212.059,330.392,203.939
203629_s_at,na,'ZNF195',154.876,141.8,135.906,158.465,108.97
203630_s_at,na,'GULP1',1016.97,942.314,994.263,1022.01,1285.71
203633_at,na,'GULP1',526.082,848.529,626.698,830.558,610.887
203635_at,na,'DNPH1',554.258,702.626,516.511,683.825,825.557
203636_at,na,'SMC2',364.588,485.538,592.368,471.261,405.231
203637_s_at,na,'RLF',449.029,559.64,499.526,451.074,395.168
203640_at,na,'DBF4',1378.49,1490.49,1488.65,467.441,467.294
203642_s_at,na,'RPP14',94.9352,71.3665,51.7952,112.31,66.2715
203643_at,na,'DCTN3',364.402,429.228,471.544,493.595,265.955
203646_at,na,'CDK5',477.048,409.679,453.29,405.334,340.385
203647_s_at,na,'GNA11',2208.27,2015.93,2265.85,1665.25,2709.93
203648_at,na,'CEP164',1029.01,802.182,801.533,832.35,1011.24
203650_at,na,'CDK2',236.729,256.833,340.645,355.065,315.951
203651_at,na,'VDR',267.477,213.633,160.556,220.49,266.146
203652_at,na,'VDR',643.412,868.214,1043.23,535.933,679.405
203653_s_at,na,'ELOVL6',240.693,222.419,228.542,228.173,187.367
203654_s_at,na,'FADS3',372.272,513.289,268.974,394.885,509.284
203655_at,na,'CHD1',113.677,195.911,179.86,127.532,112.847
203656_at,na,'PSEN2',216.243,212.016,281.481,337.509,249.369
203657_s_at,na,'GPSM3',240.629,372.108,353.123,288.447,206.294
203658_at,na,'CHKA',392.319,381.275,366.224,466.093,535.22
203659_s_at,na,'PKMYT1',1019.28,719.612,715.484,595.211,355.474
203660_s_at,na,'S100A2',774.339,735.209,689.726,908.644,845.313
203661_s_at,na,'EDNRB',141.444,245.522,146.691,102.919,238.167
203663_s_at,na,'EBAG9',3722.67,2847.55,3074.1,3293.58,4175.86
203664_s_at,na,'CAPN15',781.127,682.605,636.713,378.978,401.078
203665_at,na,'TK2',279.671,415.788,385.711,224.845,290.054
203667_at,na,'EBAG9',4096.53,3337.03,3700.89,3191.8,3646.76
203668_at,na,'PSMB9',208.456,278.819,244.199,187.276,284.261
203669_s_at,na,'FARS2',294.844,227.754,344.22,224.345,205.689
203672_x_at,na,'FARS2',287.481,289.186,374.101,549.442,326.315
203674_at,na,'PPP1R3C',303.773,458.334,332.093,345.941,303.853
203675_at,na,'PMAIP1',388.546,485.895,411.525,326.732,335.146
203676_at,na,'PMAIP1',821.091,596.437,522.753,1053,1217.34
203679_at,na,'ALDH6A1',466.35,552.911,569.565,730.075,553.198
203680_at,na,'ZNF518A',142.765,139.201,93.9196,57.1476,107.796
203683_s_at,na,'SURF1',335.944,455.292,460.627,218.556,227.942
203685_at,na,'PIK3C3',122.495,164.334,139.249,138.524,176.336
203686_at,na,'LOX',406.161,483.959,474.704,503.114,331.95
203688_at,na,'SRSF10',375.137,331.145,268.403,391.507,305.033
203689_s_at,na,'CD151',538.289,461.171,446.87,622.309,572.392
203690_at,na,'TECPR2',1337.45,837.396,1017.36,339.086,318.859
203692_s_at,na,'CREB1',381.014,415.323,474.541,558.144,375.819
203693_s_at,na,'CREB1',517.439,552.39,566.331,650.669,719.374
203694_s_at,na,'CREB1',1209.42,1450.83,1612.58,1374.2,1421.48
203695_s_at,na,'GTSE1',1199.89,1273.76,1258.04,1692.23,761.284
203701_s_at,na,'RGS10',501.637,455.379,470.325,1056.08,776.336
203704_s_at,na,'GTSE1 /// TRMU',472.186,457.016,375.372,396.103,429.353
203705_s_at,na,'GTSE1',1007.9,958.297,770.683,380.492,511.289
203706_s_at,na,'RGS10',1143.6,1125.44,771.312,353.922,508.271
203707_at,na,'MT1X',373.387,356.299,371.542,258.808,417.678
203710_at,na,'ZNF202',86.6699,77.7852,86.3435,134.416,113.232
